operon_id,promoter_start,promoter_end,gene_names,bin,operon_name,gene_list,bin_coverage,gene_start,gene_end,operon_start,operon_end,strand,operon_length,total_expression,normalized_expression
Rv3076_up,3438722,3439071,"Rv3076,Rv3077,Rv3078","bin688, bin689",Rv3076_up,"['Rv3076', 'Rv3077', 'Rv3078']","{688: 0.4216946917243653, 689: 0.5783053082756346}",3439072,3441754,3438722,3441754,+,2683,3708,1.382035035
Rv3079c_up,3442598,3442947,Rv3079c,bin689,Rv3079c_up,['Rv3079c'],{689: 1.0},3442597,3441770,3441770,3442947,-,826,564,0.682808717
Rv3081_up,3445690,3446039,Rv3081,bin690,Rv3081_up,['Rv3081'],{690: 1.0},3446040,3447278,3445690,3447278,+,1239,1211,0.97740113
Rv3082c_up,3448427,3448776,Rv3082c,bin690,Rv3082c_up,['Rv3082c'],{690: 1.0},3448426,3447404,3447404,3448776,-,1021,315.5,0.309010774
Rv3086_up,3451431,3451780,Rv3086,bin691,Rv3086_up,['Rv3086'],{691: 1.0},3451781,3452887,3451431,3452887,+,1107,2979.5,2.691508582
Rv3092c_up,3461735,3462084,Rv3092c,bin693,Rv3092c_up,['Rv3092c'],{693: 1.0},3461734,3460814,3460814,3462084,-,919,5360.5,5.83297062
Rv3094c_up,3463892,3464241,"Rv3093c,Rv3094c",bin693,Rv3094c_up,"['Rv3093c', 'Rv3094c']",{693: 1.0},3463891,3461760,3461760,3464241,-,2130,15144,7.109859155
Rv3098c_up,3467663,3468012,Rv3098c,bin694,Rv3098c_up,['Rv3098c'],{694: 1.0},3467662,3467210,3467210,3468012,-,451,867,1.922394678
Rv3105c_up,3473905,3474254,"Rv3103c,Rv3104c,Rv3105c",bin695,Rv3105c_up,"['Rv3103c', 'Rv3104c', 'Rv3105c']",{695: 1.0},3473904,3471413,3471413,3474254,-,2490,8257.5,3.31626506
Rv3107c_up,3476962,3477311,Rv3107c,bin696,Rv3107c_up,['Rv3107c'],{696: 1.0},3476961,3475378,3475378,3477311,-,1582,1523,0.962705436
Rv3110_up,3478429,3478778,"Rv3110,Rv3111,Rv3112",bin696,Rv3110_up,"['Rv3110', 'Rv3111', 'Rv3112']",{696: 1.0},3478779,3479951,3478429,3479951,+,1173,195.5,0.166666667
Rv3115_up,3481101,3481450,Rv3115,bin697,Rv3115_up,['Rv3115'],{697: 1.0},3481451,3482698,3481101,3482698,+,1248,1122.5,0.899439103
Rv3121_up,3486159,3486508,Rv3121,bin698,Rv3121_up,['Rv3121'],{698: 1.0},3486509,3487711,3486159,3487711,+,1203,3663.5,3.045303408
Rv3134c_up,3500750,3501099,Rv3134c,"bin700, bin701",Rv3134c_up,['Rv3134c'],"{700: 0.05012964563526361, 701: 0.9498703543647364}",3500749,3499943,3499943,3501099,-,805,6871.5,8.536024845
Rv3145_up,3511332,3511681,"Rv3145,Rv3146,Rv3147,Rv3148,Rv3149,Rv3150,Rv3151","bin703, bin704",Rv3145_up,"['Rv3145', 'Rv3146', 'Rv3147', 'Rv3148', 'Rv3149', 'Rv3150', 'Rv3151']","{703: 0.4682833439693682, 704: 0.5317166560306318}",3511682,3519166,3511332,3519166,+,7485,44096,5.891249165
Rv3161c_up,3531139,3531488,"Rv3160c,Rv3161c","bin706, bin707",Rv3161c_up,"['Rv3160c', 'Rv3161c']","{706: 0.3082287308228731, 707: 0.691771269177127}",3531138,3529338,3529338,3531488,-,1799,3622,2.013340745
Rv3168_up,3535752,3536101,"Rv3168,Rv3169",bin708,Rv3168_up,"['Rv3168', 'Rv3169']",{708: 1.0},3536102,3538362,3535752,3538362,+,2261,1821,0.805395843
Rv3170_up,3538155,3538504,Rv3170,bin708,Rv3170_up,['Rv3170'],{708: 1.0},3538505,3539851,3538155,3539851,+,1347,1254,0.930957684
Rv3172c_up,3541365,3541714,Rv3172c,bin709,Rv3172c_up,['Rv3172c'],{709: 1.0},3541364,3540882,3540882,3541714,-,481,572,1.189189189
Rv3174_up,3541788,3542137,"Rv3174,Rv3175",bin709,Rv3174_up,"['Rv3174', 'Rv3175']",{709: 1.0},3542138,3544347,3541788,3544347,+,2210,1175.5,0.531900452
Rv3176c_up,3545301,3545650,Rv3176c,"bin709, bin710",Rv3176c_up,['Rv3176c'],"{709: 0.5026778882938026, 710: 0.4973221117061974}",3545300,3544344,3544344,3545650,-,955,410.5,0.429842932
Rv3177_up,3545097,3545446,Rv3177,bin710,Rv3177_up,['Rv3177'],{710: 1.0},3545447,3546307,3545097,3546307,+,861,270,0.31358885
Rv3182_up,3550024,3550373,"Rv3182,Rv3183",bin711,Rv3182_up,"['Rv3182', 'Rv3183']",{711: 1.0},3550374,3551044,3550024,3551044,+,671,1229.5,1.832339791
Rv3188_up,3553948,3554297,"Rv3188,Rv3189","bin711, bin712",Rv3188_up,"['Rv3188', 'Rv3189']","{711: 0.8007604562737642, 712: 0.19923954372623573}",3554298,3555262,3553948,3555262,+,965,926,0.959585492
Rv3192_up,3559213,3559562,Rv3192,"bin712, bin713",Rv3192_up,['Rv3192'],"{712: 0.9704433497536946, 713: 0.029556650246305417}",3559563,3560024,3559213,3560024,+,462,553.5,1.198051948
Rv3193c_up,3563173,3563522,Rv3193c,bin713,Rv3193c_up,['Rv3193c'],{713: 1.0},3563172,3560194,3560194,3563522,-,2977,13683.5,4.596405778
Rv3197A_up,3568680,3569029,Rv3197A,bin714,Rv3197A_up,['Rv3197A'],{714: 1.0},3568679,3568401,3568401,3569029,-,277,946.5,3.416967509
Rv3205c_up,3582506,3582855,Rv3205c,bin717,Rv3205c_up,['Rv3205c'],{717: 1.0},3582505,3581627,3581627,3582855,-,877,5287,6.028506271
Rv3219_up,3595363,3595712,Rv3219,bin720,Rv3219_up,['Rv3219'],{720: 1.0},3595713,3595967,3595363,3595967,+,255,11778,46.18823529
Rv3225c_up,3602441,3602790,Rv3225c,bin721,Rv3225c_up,['Rv3225c'],{721: 1.0},3602440,3601016,3601016,3602790,-,1423,4530.5,3.18376669
Rv3226c_up,3603323,3603672,Rv3226c,bin721,Rv3226c_up,['Rv3226c'],{721: 1.0},3603322,3602564,3602564,3603672,-,757,880.5,1.163143989
Rv3229c_up,3607035,3607384,Rv3229c,bin722,Rv3229c_up,['Rv3229c'],{722: 1.0},3607034,3605751,3605751,3607384,-,1282,1062.5,0.828783151
Rv3230c_up,3608255,3608604,Rv3230c,bin722,Rv3230c_up,['Rv3230c'],{722: 1.0},3608254,3607112,3607112,3608604,-,1141,1121,0.982471516
Rv3241c_up,3621255,3621604,Rv3241c,bin725,Rv3241c_up,['Rv3241c'],{725: 1.0},3621254,3620610,3620610,3621604,-,643,3643,5.66562986
Rv3252c_up,3631989,3632338,"Rv3249c,Rv3250c,Rv3251c,Rv3252c","bin726, bin727",Rv3252c_up,"['Rv3249c', 'Rv3250c', 'Rv3251c', 'Rv3252c']","{726: 0.09625048318515655, 727: 0.9037495168148435}",3631988,3629752,3629752,3632338,-,2235,28029.5,12.54116331
Rv3259_up,3639075,3639424,Rv3259,bin728,Rv3259_up,['Rv3259'],{728: 1.0},3639425,3639844,3639075,3639844,+,420,2162,5.147619048
Rv3260c_up,3640142,3640491,Rv3260c,"bin728, bin729",Rv3260c_up,['Rv3260c'],"{728: 0.20806451612903226, 729: 0.7919354838709678}",3640141,3639872,3639872,3640491,-,268,6059,22.60820896
Rv3261_up,3640193,3640542,"Rv3261,Rv3262",bin729,Rv3261_up,"['Rv3261', 'Rv3262']",{729: 1.0},3640543,3642881,3640193,3642881,+,2339,4779,2.043180847
Rv3269_up,3649884,3650233,"Rv3269,Rv3270","bin730, bin731",Rv3269_up,"['Rv3269', 'Rv3270']","{730: 0.04180064308681672, 731: 0.9581993569131833}",3650234,3652682,3649884,3652682,+,2449,25686,10.4883626
Rv3283_up,3664578,3664927,"Rv3283,Rv3284","bin733, bin734",Rv3283_up,"['Rv3283', 'Rv3284']","{733: 0.25299043062200954, 734: 0.7470095693779905}",3664928,3666249,3664578,3666249,+,1322,10255.5,7.757564297
Rv3288c_up,3670000,3670349,Rv3288c,"bin734, bin735",Rv3288c_up,['Rv3288c'],"{734: 0.5431937172774869, 735: 0.4568062827225131}",3669999,3669586,3669586,3670349,-,412,890.5,2.161407767
Rv3289c_up,3670412,3670761,Rv3289c,bin735,Rv3289c_up,['Rv3289c'],{735: 1.0},3670411,3670034,3670034,3670761,-,376,804.5,2.13962766
Rv3290c_up,3671795,3672144,Rv3290c,bin735,Rv3290c_up,['Rv3290c'],{735: 1.0},3671794,3670445,3670445,3672144,-,1348,2933,2.175816024
Rv3292_up,3671978,3672327,Rv3292,bin735,Rv3292_up,['Rv3292'],{735: 1.0},3672328,3673575,3671978,3673575,+,1248,1300.5,1.042067308
Rv3293_up,3673252,3673601,Rv3293,"bin735, bin736",Rv3293_up,['Rv3293'],"{735: 0.953133514986376, 736: 0.046866485013623976}",3673602,3675086,3673252,3675086,+,1485,2080,1.400673401
Rv3296_up,3676425,3676774,"Rv3296,Rv3297","bin736, bin737",Rv3296_up,"['Rv3296', 'Rv3297']","{736: 0.6314674200953558, 737: 0.36853257990464416}",3676775,3682087,3676425,3682087,+,5313,6444.5,1.212968191
Rv3312A_up,3701017,3701366,Rv3312A,bin741,Rv3312A_up,['Rv3312A'],{741: 1.0},3701016,3700705,3700705,3701366,-,310,126,0.406451613
Rv3315c_up,3703866,3704215,"Rv3313c,Rv3314c,Rv3315c",bin741,Rv3315c_up,"['Rv3313c', 'Rv3314c', 'Rv3315c']",{741: 1.0},3703865,3701087,3701087,3704215,-,2777,2117,0.762333453
Rv3318_up,3704650,3704999,"Rv3318,Rv3319","bin741, bin742",Rv3318_up,"['Rv3318', 'Rv3319']","{741: 0.12045298558682224, 742: 0.8795470144131777}",3705000,3707563,3704650,3707563,+,2564,3689.5,1.438962559
Rv3325_up,3710083,3710432,"Rv3325,Rv3326",bin743,Rv3325_up,"['Rv3325', 'Rv3326']",{743: 1.0},3710433,3711694,3710083,3711694,+,1262,0,0
Rv3329_up,3714042,3714391,Rv3329,"bin743, bin744",Rv3329_up,['Rv3329'],"{743: 0.5752849430113978, 744: 0.4247150569886023}",3714392,3715708,3714042,3715708,+,1317,3159.5,2.399012908
Rv3334_up,3720907,3721256,Rv3334,bin745,Rv3334_up,['Rv3334'],{745: 1.0},3721257,3721697,3720907,3721697,+,441,1925.5,4.366213152
Rv3336c_up,3723632,3723981,"Rv3335c,Rv3336c",bin745,Rv3336c_up,"['Rv3335c', 'Rv3336c']",{745: 1.0},3723631,3721731,3721731,3723981,-,1899,6134.5,3.230384413
Rv3339c_up,3725845,3726194,Rv3339c,"bin745, bin746",Rv3339c_up,['Rv3339c'],"{745: 0.24430379746835443, 746: 0.7556962025316456}",3725844,3724615,3724615,3726194,-,1228,2077,1.691368078
Rv3365c_up,3777502,3777851,"Rv3361c,Rv3362c,Rv3363c,Rv3364c,Rv3365c","bin755, bin756",Rv3365c_up,"['Rv3361c', 'Rv3362c', 'Rv3363c', 'Rv3364c', 'Rv3365c']","{755: 0.41046319272125725, 756: 0.5895368072787428}",3777501,3773016,3773016,3777851,-,4484,12568,2.802854594
Rv3380c_up,3795985,3796334,Rv3380c,bin760,Rv3380c_up,['Rv3380c'],{760: 1.0},3796086,3795100,3795100,3796334,-,985,30,0.030456853
Rv3395c_up,3811637,3811986,"Rv3394c,Rv3395c","bin762, bin763",Rv3395c_up,"['Rv3394c', 'Rv3395c']","{762: 0.21964636542239685, 763: 0.7803536345776031}",3811636,3809442,3809442,3811986,-,2193,1163.5,0.530551756
Rv3402c_up,3821892,3822241,Rv3402c,bin765,Rv3402c_up,['Rv3402c'],{765: 1.0},3821891,3820653,3820653,3822241,-,1237,2748,2.221503638
Rv3404c_up,3824585,3824934,"Rv3403c,Rv3404c",bin765,Rv3404c_up,"['Rv3403c', 'Rv3404c']",{765: 1.0},3824584,3822262,3822262,3824934,-,2321,10432,4.49461439
Rv3412_up,3831376,3831725,Rv3412,bin767,Rv3412_up,['Rv3412'],{767: 1.0},3831726,3832136,3831376,3832136,+,411,7120.5,17.32481752
Rv3418c_up,3837289,3837638,Rv3418c,bin768,Rv3418c_up,['Rv3418c'],{768: 1.0},3837288,3836986,3836986,3837638,-,301,11621.5,38.60963455
Rv3424c_up,3842077,3842426,Rv3424c,bin769,Rv3424c_up,['Rv3424c'],{769: 1.0},3842076,3841714,3841714,3842426,-,361,645.5,1.788088643
Rv3428c_up,3845971,3846320,Rv3428c,"bin769, bin770",Rv3428c_up,['Rv3428c'],"{769: 0.16614024005053696, 770: 0.833859759949463}",3845970,3844738,3844738,3846320,-,1231,359.5,0.292038993
Rv3429_up,3846815,3847164,Rv3429,bin770,Rv3429_up,['Rv3429'],{770: 1.0},3847165,3847701,3846815,3847701,+,537,4311.5,8.02886406
Rv3435c_up,3854794,3855143,"Rv3433c,Rv3434c,Rv3435c","bin771, bin772",Rv3435c_up,"['Rv3433c', 'Rv3434c', 'Rv3435c']","{771: 0.9573389021479713, 772: 0.04266109785202864}",3854793,3851792,3851792,3855143,-,3000,4425.5,1.475166667
Rv3436c_up,3856890,3857239,Rv3436c,bin772,Rv3436c_up,['Rv3436c'],{772: 1.0},3856889,3855015,3855015,3857239,-,1873,4749.5,2.53577149
Rv3440c_up,3859977,3860326,"Rv3439c,Rv3440c","bin772, bin773",Rv3440c_up,"['Rv3439c', 'Rv3440c']","{772: 0.8423597678916828, 773: 0.1576402321083172}",3859976,3858259,3858259,3860326,-,1716,3475.5,2.02534965
Rv3447c_up,3868239,3868588,"Rv3444c,Rv3445c,Rv3446c,Rv3447c","bin773, bin774",Rv3447c_up,"['Rv3444c', 'Rv3445c', 'Rv3446c', 'Rv3447c']","{773: 0.39849119865884325, 774: 0.6015088013411567}",3868238,3862624,3862624,3868588,-,5613,996,0.177445216
Rv3453_up,3874054,3874403,Rv3453,bin775,Rv3453_up,['Rv3453'],{775: 1.0},3874404,3874736,3874054,3874736,+,333,603,1.810810811
Rv3455c_up,3876823,3877172,Rv3455c,bin776,Rv3455c_up,['Rv3455c'],{776: 1.0},3876822,3876052,3876052,3877172,-,769,5866.5,7.628738622
Rv3483c_up,3902813,3903162,Rv3483c,bin781,Rv3483c_up,['Rv3483c'],{781: 1.0},3902812,3902150,3902150,3903162,-,661,2616.5,3.958396369
Rv3484_up,3902728,3903077,Rv3484,bin781,Rv3484_up,['Rv3484'],{781: 1.0},3903078,3904616,3902728,3904616,+,1539,5479.5,3.56042885
Rv3485c_up,3905567,3905916,Rv3485c,"bin781, bin782",Rv3485c_up,['Rv3485c'],"{781: 0.29266409266409266, 782: 0.7073359073359073}",3905566,3904622,3904622,3905916,-,943,837,0.887592789
Rv3491_up,3909540,3909889,Rv3491,"bin782, bin783",Rv3491_up,['Rv3491'],"{782: 0.49623250807319697, 783: 0.503767491926803}",3909890,3910468,3909540,3910468,+,579,2587.5,4.468911917
Rv3500c_up,3920063,3920412,"Rv3492c,Rv3493c,Rv3494c,Rv3495c,Rv3496c,Rv3497c,Rv3498c,Rv3499c,Rv3500c","bin783, bin784, bin785",Rv3500c_up,"['Rv3492c', 'Rv3493c', 'Rv3494c', 'Rv3495c', 'Rv3496c', 'Rv3497c', 'Rv3498c', 'Rv3499c', 'Rv3500c']","{783: 0.4559710494571773, 784: 0.5026135906714918, 785: 0.04141535987133092}",3920062,3910465,3910465,3920412,-,9596,17265,1.799187161
Rv3504_up,3922121,3922470,Rv3504,bin785,Rv3504_up,['Rv3504'],{785: 1.0},3922471,3923673,3922121,3923673,+,1203,428.5,0.356192851
Rv3510c_up,3939258,3939607,"Rv3509c,Rv3510c",bin788,Rv3510c_up,"['Rv3509c', 'Rv3510c']",{788: 1.0},3939257,3936877,3936877,3939607,-,2379,4203.5,1.766918873
Rv3511_up,3939267,3939616,"Rv3511,Rv3512","bin788, bin789",Rv3511_up,"['Rv3511', 'Rv3512']","{788: 0.1288397402141478, 789: 0.8711602597858522}",3939617,3944963,3939267,3944963,+,5347,1678,0.313820834
Rv3514_up,3945444,3945793,Rv3514,"bin790, bin791",Rv3514_up,['Rv3514'],"{790: 0.9454356846473029, 791: 0.054564315352697096}",3945794,3950263,3945444,3950263,+,4470,466,0.104250559
Rv3515c_up,3952471,3952820,Rv3515c,bin791,Rv3515c_up,['Rv3515c'],{791: 1.0},3952470,3950824,3950824,3952820,-,1645,1102,0.669908815
Rv3516_up,3952194,3952543,Rv3516,bin791,Rv3516_up,['Rv3516'],{791: 1.0},3952544,3953335,3952194,3953335,+,792,524.5,0.662247475
Rv3517_up,3953081,3953430,Rv3517,bin791,Rv3517_up,['Rv3517'],{791: 1.0},3953431,3954270,3953081,3954270,+,840,462.5,0.550595238
Rv3526_up,3962089,3962438,"Rv3526,Rv3527",bin793,Rv3526_up,"['Rv3526', 'Rv3527']",{793: 1.0},3962439,3964054,3962089,3964054,+,1616,2173.5,1.344987624
Rv3532_up,3968993,3969342,Rv3532,"bin794, bin795",Rv3532_up,['Rv3532'],"{794: 0.6416295353278166, 795: 0.3583704646721833}",3969343,3970563,3968993,3970563,+,1221,478.5,0.391891892
Rv3547_up,3986494,3986843,Rv3547,bin798,Rv3547_up,['Rv3547'],{798: 1.0},3986844,3987299,3986494,3987299,+,456,1533,3.361842105
Rv3548c_up,3988297,3988646,Rv3548c,bin798,Rv3548c_up,['Rv3548c'],{798: 1.0},3988296,3987382,3987382,3988646,-,913,800,0.876232202
Rv3549c_up,3989099,3989448,Rv3549c,bin798,Rv3549c_up,['Rv3549c'],{798: 1.0},3989098,3988319,3988319,3989448,-,778,779.5,1.001928021
Rv3553_up,3991271,3991620,"Rv3553,Rv3554",bin799,Rv3553_up,"['Rv3553', 'Rv3554']",{799: 1.0},3991621,3994742,3991271,3994742,+,3122,2536,0.812299808
Rv3557c_up,3997632,3997981,Rv3557c,bin800,Rv3557c_up,['Rv3557c'],{800: 1.0},3997631,3997029,3997029,3997981,-,601,1031.5,1.716306156
Rv3570c_up,4012271,4012620,"Rv3567c,Rv3568c,Rv3569c,Rv3570c","bin802, bin803",Rv3570c_up,"['Rv3567c', 'Rv3568c', 'Rv3569c', 'Rv3570c']","{802: 0.3285494618144541, 803: 0.6714505381855459}",4012270,4008719,4008719,4012620,-,3550,6777,1.909014085
Rv3575c_up,4018169,4018518,Rv3575c,bin804,Rv3575c_up,['Rv3575c'],{804: 1.0},4018168,4017089,4017089,4018518,-,1078,1216,1.128014842
Rv3577_up,4018912,4019261,"Rv3577,Rv3578","bin804, bin805",Rv3577_up,"['Rv3577', 'Rv3578']","{804: 0.4405339805825243, 805: 0.5594660194174758}",4019262,4021383,4018912,4021383,+,2122,2848,1.342130066
Rv3587c_up,4029763,4030112,Rv3587c,"bin806, bin807",Rv3587c_up,['Rv3587c'],"{806: 0.9021834061135371, 807: 0.09781659388646288}",4029762,4028968,4028968,4030112,-,793,8021.5,10.11538462
Rv3595c_up,4038051,4038400,Rv3595c,bin808,Rv3595c_up,['Rv3595c'],{808: 1.0},4038050,4036731,4036731,4038400,-,1318,1730,1.312594841
Rv3597c_up,4041320,4041669,Rv3597c,bin809,Rv3597c_up,['Rv3597c'],{809: 1.0},4041319,4040981,4040981,4041669,-,337,1612,4.783382789
Rv3612c_up,4053848,4054197,Rv3612c,bin811,Rv3612c_up,['Rv3612c'],{811: 1.0},4053847,4053518,4053518,4054197,-,328,391,1.192073171
Rv3613c_up,4054043,4054392,Rv3613c,bin811,Rv3613c_up,['Rv3613c'],{811: 1.0},4054042,4053881,4053881,4054392,-,160,1080.5,6.753125
Rv3616c_up,4056376,4056725,Rv3616c,bin812,Rv3616c_up,['Rv3616c'],{812: 1.0},4056375,4055197,4055197,4056725,-,1177,10350.5,8.793967715
Rv3628_up,4067073,4067422,Rv3628,bin814,Rv3628_up,['Rv3628'],{814: 1.0},4067423,4067911,4067073,4067911,+,489,1172.5,2.397750511
Rv3630_up,4068825,4069174,Rv3630,"bin814, bin815",Rv3630_up,['Rv3630'],"{814: 0.7144592952612394, 815: 0.28554070473876064}",4069175,4070470,4068825,4070470,+,1296,2145,1.655092593
Rv3631_up,4070164,4070513,"Rv3631,Rv3632",bin815,Rv3631_up,"['Rv3631', 'Rv3632']",{815: 1.0},4070514,4071580,4070164,4071580,+,1067,1628.5,1.526241799
Rv3637_up,4076134,4076483,"Rv3637,Rv3638",bin816,Rv3637_up,"['Rv3637', 'Rv3638']",{816: 1.0},4076484,4077730,4076134,4077730,+,1247,332.5,0.266639936
Rv3646c_up,4087258,4087607,Rv3646c,"bin817, bin818",Rv3646c_up,['Rv3646c'],"{817: 0.17369255150554674, 818: 0.8263074484944533}",4087257,4084453,4084453,4087607,-,2803,22936,8.182661434
Rv3647c_up,4088189,4088538,Rv3647c,bin818,Rv3647c_up,['Rv3647c'],{818: 1.0},4088188,4087610,4087610,4088538,-,577,4311,7.471403813
Rv3652_up,4093282,4093631,"Rv3652,Rv3653",bin819,Rv3652_up,"['Rv3652', 'Rv3653']",{819: 1.0},4093632,4094527,4093282,4094527,+,896,621.5,0.693638393
Rv3655c_up,4095301,4095650,"Rv3654c,Rv3655c","bin819, bin820",Rv3655c_up,"['Rv3654c', 'Rv3655c']","{819: 0.3440968718466196, 820: 0.6559031281533805}",4095300,4094660,4094660,4095650,-,639,733,1.147104851
Rv3657c_up,4096116,4096465,"Rv3656c,Rv3657c",bin820,Rv3657c_up,"['Rv3656c', 'Rv3657c']",{820: 1.0},4096115,4095324,4095324,4096465,-,790,393.5,0.498101266
Rv3659c_up,4097995,4098344,"Rv3658c,Rv3659c",bin820,Rv3659c_up,"['Rv3658c', 'Rv3659c']",{820: 1.0},4097994,4096139,4096139,4098344,-,1854,1379,0.743797195
Rv3661_up,4099297,4099646,Rv3661,"bin820, bin821",Rv3661_up,['Rv3661'],"{820: 0.5799011532125206, 821: 0.4200988467874794}",4099647,4100510,4099297,4100510,+,864,3823.5,4.425347222
Rv3666c_up,4107085,4107434,"Rv3665c,Rv3666c","bin821, bin822",Rv3666c_up,"['Rv3665c', 'Rv3666c']","{821: 0.1618457300275482, 822: 0.8381542699724518}",4107084,4104531,4104531,4107434,-,2552,2956.5,1.158503135
Rv3667_up,4107442,4107791,Rv3667,bin822,Rv3667_up,['Rv3667'],{822: 1.0},4107792,4109747,4107442,4109747,+,1956,3780,1.932515337
Rv3669_up,4110477,4110826,"Rv3669,Rv3670",bin823,Rv3669_up,"['Rv3669', 'Rv3670']",{823: 1.0},4110827,4112329,4110477,4112329,+,1503,3387.5,2.253825682
Rv3674c_up,4115895,4116244,"Rv3673c,Rv3674c","bin823, bin824",Rv3674c_up,"['Rv3673c', 'Rv3674c']","{823: 0.29757199322416716, 824: 0.7024280067758328}",4115894,4114474,4114474,4116244,-,1419,5582.5,3.934108527
Rv3675_up,4115652,4116001,Rv3675,bin824,Rv3675_up,['Rv3675'],{824: 1.0},4116002,4116379,4115652,4116379,+,378,1227,3.246031746
Rv3676_up,4116128,4116477,Rv3676,bin824,Rv3676_up,['Rv3676'],{824: 1.0},4116478,4117152,4116128,4117152,+,675,5720,8.474074074
Rv3681c_up,4121555,4121904,Rv3681c,bin825,Rv3681c_up,['Rv3681c'],{825: 1.0},4121554,4121198,4121198,4121904,-,355,1793.5,5.052112676
Rv3682_up,4121566,4121915,Rv3682,bin825,Rv3682_up,['Rv3682'],{825: 1.0},4121916,4124348,4121566,4124348,+,2433,21745.5,8.937731196
Rv3687c_up,4129692,4130041,Rv3687c,"bin826, bin827",Rv3687c_up,['Rv3687c'],"{826: 0.9429763560500696, 827: 0.05702364394993046}",4129691,4129323,4129323,4130041,-,367,1199,3.267029973
Rv3696c_up,4139756,4140105,Rv3696c,"bin828, bin829",Rv3696c_up,['Rv3696c'],"{828: 0.9448529411764706, 829: 0.05514705882352941}",4139755,4138202,4138202,4140105,-,1552,2636,1.698453608
Rv3698_up,4140143,4140492,Rv3698,bin829,Rv3698_up,['Rv3698'],{829: 1.0},4140493,4142022,4140143,4142022,+,1530,759.5,0.496405229
Rv3699_up,4141694,4142043,Rv3699,bin829,Rv3699_up,['Rv3699'],{829: 1.0},4142044,4142745,4141694,4142745,+,702,2976.5,4.24002849
Rv3705A_up,4149481,4149830,Rv3705A,bin830,Rv3705A_up,['Rv3705A'],{830: 1.0},4149480,4149091,4149091,4149830,-,388,1330,3.427835052
Rv3710_up,4153390,4153739,Rv3710,"bin831, bin832",Rv3710_up,['Rv3710'],"{831: 0.7050328227571115, 832: 0.2949671772428884}",4153740,4155674,4153390,4155674,+,1935,8193.5,4.234366925
Rv3711c_up,4156730,4157079,Rv3711c,bin832,Rv3711c_up,['Rv3711c'],{832: 1.0},4156729,4155740,4155740,4157079,-,988,6643,6.723684211
Rv3716c_up,4160914,4161263,"Rv3715c,Rv3716c","bin832, bin833",Rv3716c_up,"['Rv3715c', 'Rv3716c']","{832: 0.08145454545454546, 833: 0.9185454545454546}",4160913,4159889,4159889,4161263,-,1023,8900,8.699902248
Rv3718c_up,4162259,4162608,Rv3718c,bin833,Rv3718c_up,['Rv3718c'],{833: 1.0},4162258,4161815,4161815,4162608,-,442,662.5,1.498868778
Rv3724A_up,4169117,4169466,"Rv3724A,Rv3724B","bin834, bin835",Rv3724A_up,"['Rv3724A', 'Rv3724B']","{834: 0.8395061728395061, 835: 0.16049382716049382}",4169467,4170169,4169117,4170169,+,703,947,1.347083926
Rv3725_up,4169864,4170213,Rv3725,"bin834, bin835",Rv3725_up,['Rv3725'],"{834: 0.10703125, 835: 0.89296875}",4170214,4171143,4169864,4171143,+,930,6757,7.265591398
Rv3726_up,4171071,4171420,Rv3726,bin835,Rv3726_up,['Rv3726'],{835: 1.0},4171421,4172614,4171071,4172614,+,1194,5675.5,4.753350084
Rv3727_up,4172605,4172954,Rv3727,bin835,Rv3727_up,['Rv3727'],{835: 1.0},4172955,4174763,4172605,4174763,+,1809,6503.5,3.595080155
Rv3728_up,4174523,4174872,Rv3728,"bin835, bin836",Rv3728_up,['Rv3728'],"{835: 0.13472378804960541, 836: 0.8652762119503946}",4174873,4178070,4174523,4178070,+,3198,10275,3.212945591
Rv3738c_up,4190233,4190582,Rv3738c,"bin838, bin839",Rv3738c_up,['Rv3738c'],"{838: 0.551617873651772, 839: 0.44838212634822805}",4190232,4189285,4189285,4190582,-,946,1652,1.746300211
Rv3743c_up,4195374,4195723,Rv3743c,"bin839, bin840",Rv3743c_up,['Rv3743c'],"{839: 0.690098585512216, 840: 0.30990141448778397}",4195373,4193391,4193391,4195723,-,1981,557.5,0.281423523
Rv3747_up,4196374,4196723,Rv3747,bin840,Rv3747_up,['Rv3747'],{840: 1.0},4196724,4197107,4196374,4197107,+,384,3792,9.875
Rv3748_up,4196886,4197235,Rv3748,bin840,Rv3748_up,['Rv3748'],{840: 1.0},4197236,4197595,4196886,4197595,+,360,1573.5,4.370833333
Rv3750c_up,4198598,4198947,Rv3750c,bin840,Rv3750c_up,['Rv3750c'],{840: 1.0},4198597,4198205,4198205,4198947,-,391,5609.5,14.34654731
Rv3754_up,4200071,4200420,Rv3754,bin841,Rv3754_up,['Rv3754'],{841: 1.0},4200421,4201326,4200071,4201326,+,906,865.5,0.955298013
Rv3759c_up,4205374,4205723,"Rv3755c,Rv3756c,Rv3757c,Rv3758c,Rv3759c","bin841, bin842",Rv3759c_up,"['Rv3755c', 'Rv3756c', 'Rv3757c', 'Rv3758c', 'Rv3759c']","{841: 0.836978579481398, 842: 0.16302142051860202}",4205373,4201289,4201289,4205723,-,4083,10750.5,2.632990448
Rv3763_up,4208697,4209046,Rv3763,bin842,Rv3763_up,['Rv3763'],{842: 1.0},4209047,4209526,4208697,4209526,+,480,5321.5,11.08645833
